indicator,colony_prefix,pipeline,emma,production_centre,microinjection_date,marker_symbol,es_cell_clone,confirm_locus_targeted,confirm_structure_targeted_allele,confirm_downstream_lox_p_site,confirm_no_additional_vector_insertions,es_dist_qc,es_user_qc,mouse_qc
allpass,MCSJ,EUCOMM,1,WTSI,2010-02-08,Kcne2,EPD0156_2_F10,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,Monterotondo-EPD0156_3_A04-2,EUCOMM,1,Monterotondo,2009-02-10,Gna11,EPD0156_3_A04,1,1,1,1,,user_qc_loxp_confirmation user_qc_southern_blot,qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_sr_pcr
allpass,MCWG,EUCOMM,1,WTSI,2010-05-07,Rqcd1,EPD0156_3_A07,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCEE,EUCOMM,1,WTSI,2009-01-23,Ncaph,EPD0156_5_B09,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDLM,EUCOMM,1,WTSI,2011-01-19,Heatr8,EPD0156_6_F07,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDNC,EUCOMM,1,WTSI,2011-02-07,Zscan10,EPD0157_1_B07,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCFD,EUCOMM,1,WTSI,2008-10-24,Agtr2,EPD0157_2_G07,1,1,1,1,distribution_qc_three_prime_sr_pcr,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
inprocess,Monterotondo-EPD0157_3_C12-3,EUCOMM,1,Monterotondo,2010-06-22,Ttll12,EPD0157_3_C12,1,1,,1,,user_qc_five_prime_lr_pcr user_qc_mutant_specific_sr_pcr user_qc_neo_sr_pcr user_qc_southern_blot user_qc_three_prime_lr_pcr user_qc_tv_backbone_assay,qc_mutant_specific_sr_pcr qc_neo_sr_pcr
allpass,MCFF,EUCOMM,1,WTSI,2008-10-24,Kazn,EPD0157_6_B09,1,1,1,1,distribution_qc_five_prime_sr_pcr distribution_qc_three_prime_sr_pcr,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCFR,EUCOMM,1,WTSI,2008-11-12,S100b,EPD0157_6_C08,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
inprocess,MAQR,EUCOMM,1,WTSI,2008-11-24,Rhd,EPD0158_3_A08,1,1,,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,GSF-EPD0158_3_A11-1,EUCOMM,1,HMGU,2009-04-14,Jmjd6,EPD0158_3_A11,1,1,1,1,distribution_qc_five_prime_sr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_loa_qpcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,MCEQ,EUCOMM,1,WTSI,2009-05-21,Atpif1,EPD0158_4_B04,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCFU,EUCOMM,1,WTSI,2008-11-12,Ide,EPD0158_4_G09,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,BL1450,KOMP-CSD,1,UCD,2010-04-16,Plekha8,EPD0159_4_B01,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_neo_count_qpcr
allpass,MBWK,EUCOMM,1,WTSI,2008-09-17,Prmt5,EPD0160_2_A08,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBWR,EUCOMM,1,WTSI,2008-09-17,Anks4b,EPD0160_3_C06,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCWY,KOMP-CSD,1,WTSI,2010-05-24,Alg13,EPD0161_5_G06,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCGB,KOMP-CSD,1,WTSI,2008-11-06,Sqstm1,EPD0162_1_G07,1,1,1,1,distribution_qc_three_prime_sr_pcr,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,BL2032,KOMP-CSD,1,UCD,2011-03-11,Tns4,EPD0162_4_B04,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_neo_count_qpcr
allpass,BL1924,KOMP-CSD,1,UCD,2011-01-21,Tns4,EPD0162_4_C01,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,user_qc_five_prime_lr_pcr user_qc_three_prime_lr_pcr,qc_five_prime_lr_pcr qc_neo_count_qpcr
allpass,BL1236,KOMP-CSD,1,UCD,2009-10-20,Ttc8,EPD0163_2_B03,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_neo_count_qpcr
inprocess,MCEC,KOMP-CSD,1,WTSI,2009-07-13,Vangl1,EPD0164_3_G07,1,1,,1,distribution_qc_five_prime_lr_pcr,,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MAPD,KOMP-CSD,1,WTSI,2008-11-28,Gbe1,EPD0164_6_A02,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,MATB,KOMP-CSD,1,WTSI,2009-01-07,Cish,EPD0165_3_H07,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,BL1255,KOMP-CSD,1,UCD,2009-11-06,Cish,EPD0165_3_H07,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_neo_count_qpcr
allpass,MEAW,KOMP-CSD,1,WTSI,2011-06-24,Rab15,EPD0165_6_E10,1,1,1,1,,,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,BL1497,KOMP-CSD,1,UCD,2010-08-07,Rbm43,EPD0166_4_H12,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_loxp_confirmation qc_neo_count_qpcr
allpass,MASE,KOMP-CSD,1,WTSI,2008-12-01,Slc5a2,EPD0166_6_C04,1,1,1,1,distribution_qc_three_prime_sr_pcr,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MAMK,KOMP-CSD,1,WTSI,2008-12-08,Lmnb2,EPD0167_3_F08,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,MCJP,KOMP-CSD,1,WTSI,2009-09-17,Eif2b2,EPD0168_1_D04,1,1,1,1,,,qc_five_prime_lr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,Monterotondo-EPD0168_1_H11-1,KOMP-CSD,1,Monterotondo,2010-01-26,Becn1,EPD0168_1_H11,1,1,1,1,distribution_qc_three_prime_sr_pcr,user_qc_five_prime_lr_pcr user_qc_loxp_confirmation user_qc_mutant_specific_sr_pcr user_qc_neo_sr_pcr user_qc_southern_blot user_qc_three_prime_lr_pcr user_qc_tv_backbone_assay,qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_sr_pcr
allpass,MCVS,EUCOMM,1,WTSI,2010-04-22,Tmc6,EPD0168_5_E05,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,ICS-EPD0168_7_A02-1,EUCOMM,1,ICS,2009-07-03,4933430I17Rik,EPD0168_7_A02,1,1,1,1,,user_qc_southern_blot,qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr
allpass,MDKN,EUCOMM,1,WTSI,2011-01-04,Cand2,EPD0169_1_A01,1,1,1,1,distribution_qc_three_prime_sr_pcr,user_qc_three_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MATD,EUCOMM,1,WTSI,2009-02-11,Nkiras2,EPD0169_3_B05,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCWC,EUCOMM,1,WTSI,2010-05-04,1810074P20Rik,EPD0169_3_F12,1,1,1,1,distribution_qc_three_prime_sr_pcr,user_qc_three_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCJB,EUCOMM,1,WTSI,2009-09-08,Stk39,EPD0169_4_D02,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEJH,KOMP-CSD,1,WTSI,2011-09-12,Rbmx,EPD0170_3_E04,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEEH,EUCOMM,1,WTSI,2011-08-02,Selk,EPD0173_1_A08,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,ICS-EPD0173_1_C12-1,EUCOMM,1,ICS,2009-02-25,H6pd,EPD0173_1_C12,1,1,1,1,,user_qc_southern_blot,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr
allpass,ICS-EPD0173_1_F02-1,EUCOMM,1,ICS,2009-05-05,Mib2,EPD0173_1_F02,1,1,1,1,,user_qc_southern_blot,qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr
allpass,MEEY,EUCOMM,1,WTSI,2011-08-08,Anapc4,EPD0174_6_G10,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDFL,EUCOMM,1,WTSI,2010-10-26,Plekhg1,EPD0175_1_A02,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MRC - Harwell-EPD0175_1_E10-1,EUCOMM,1,Harwell,2009-04-30,2810408A11Rik,EPD0175_1_E10,1,1,1,1,,user_qc_map_test,qc_loa_qpcr qc_loxp_confirmation qc_neo_count_qpcr qc_southern_blot
allpass,MDTQ,EUCOMM,1,WTSI,2011-04-05,Ralb,EPD0175_1_F05,1,1,1,1,distribution_qc_three_prime_sr_pcr,user_qc_three_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,ICS-EPD0175_3_D06-1,EUCOMM,1,ICS,2009-01-22,1700052N19Rik,EPD0175_3_D06,1,1,1,1,,user_qc_karyotype user_qc_southern_blot,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr
allpass,MDEQ,EUCOMM,1,WTSI,2010-10-21,Snap47,EPD0176_1_B02,1,1,1,1,distribution_qc_three_prime_sr_pcr,user_qc_three_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,Monterotondo-EPD0176_1_B10-2,EUCOMM,1,Monterotondo,2010-02-10,Ddx43,EPD0176_1_B10,1,1,1,1,,user_qc_southern_blot,qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_sr_pcr
allpass,MDDR,EUCOMM,1,WTSI,2010-10-12,Sag,EPD0176_2_B06,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDDH,EUCOMM,1,WTSI,2010-10-07,Stard7,EPD0176_3_A10,1,1,1,1,distribution_qc_three_prime_sr_pcr,user_qc_three_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDFF,EUCOMM,1,WTSI,2010-10-25,Tsfm,EPD0176_3_C01,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
inprocess,MDDF,EUCOMM,1,WTSI,2010-10-05,Rftn2,EPD0176_4_A01,1,1,,1,,user_qc_three_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,Monterotondo-EPD0176_4_B10-1,EUCOMM,1,Monterotondo,2010-01-28,Zcchc4,EPD0176_4_B10,1,1,1,1,distribution_qc_three_prime_sr_pcr,user_qc_loxp_confirmation user_qc_mutant_specific_sr_pcr user_qc_neo_sr_pcr user_qc_southern_blot user_qc_three_prime_lr_pcr user_qc_tv_backbone_assay,qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_sr_pcr
allpass,ICS-EPD0176_5_A09-1,EUCOMM,1,ICS,2009-06-09,Mrpl54,EPD0176_5_A09,1,1,1,1,,user_qc_southern_blot,qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr
allpass,MDDP,EUCOMM,1,WTSI,2010-10-12,Rufy2,EPD0176_5_C11,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,ICS-EPD0177_1_E09-1,EUCOMM,1,ICS,2010-06-28,Kctd15,EPD0177_1_E09,1,1,1,1,distribution_qc_three_prime_sr_pcr,user_qc_karyotype user_qc_southern_blot,qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_southern_blot
allpass,Monterotondo-EPD0177_2_H03-1,EUCOMM,1,Monterotondo,2009-01-14,Ino80e,EPD0177_2_H03,1,1,1,1,,user_qc_loxp_confirmation user_qc_southern_blot,qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_sr_pcr
allpass,MDDT,EUCOMM,1,WTSI,2010-10-13,Ccdc106,EPD0177_4_C08,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MRC - Harwell-EPD0177_5_F06-1,EUCOMM,1,Harwell,2008-12-23,Ccnyl1,EPD0177_5_F06,1,1,1,1,,user_qc_map_test,qc_loa_qpcr qc_loxp_confirmation qc_neo_count_qpcr qc_southern_blot
allpass,BL1492,KOMP-CSD,1,UCD,2010-05-13,Lyplal1,EPD0178_5_A06,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_neo_count_qpcr
allpass,MAYU,EUCOMM,1,WTSI,2009-07-30,March5,EPD0180_5_B02,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCBV,EUCOMM,1,WTSI,2009-04-06,Hira,EPD0181_1_A05,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,BL1886,KOMP-CSD,1,UCD,2010-12-23,Ulk4,EPD0182_4_E12,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_neo_count_qpcr
allpass,BL1940,KOMP-CSD,1,UCD,2011-01-28,Dgat2l6,EPD0182_5_D10,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_neo_count_qpcr
allpass,MRC - Harwell-EPD0183_3_C02-1,EUCOMM,1,Harwell,2009-02-11,Ggt1,EPD0183_3_C02,1,1,1,1,,user_qc_map_test user_qc_southern_blot,qc_loa_qpcr qc_loxp_confirmation qc_neo_count_qpcr qc_southern_blot
allpass,GSF-EPD0183_3_F08-1,EUCOMM,1,HMGU,2008-12-02,Dlec1,EPD0183_3_F08,1,1,1,1,,,qc_five_prime_lr_pcr qc_loxp_confirmation qc_southern_blot
allpass,MCFC,EUCOMM,1,WTSI,2008-10-23,Tpi1,EPD0183_4_A09,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCFL,EUCOMM,1,WTSI,2008-11-10,Kptn,EPD0183_4_C10,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCHV,EUCOMM,1,WTSI,2009-09-07,Rcor2,EPD0187_2_A09,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDFG,EUCOMM,1,WTSI,2010-10-25,Amotl1,EPD0188_1_C02,1,1,1,1,distribution_qc_three_prime_sr_pcr,user_qc_three_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDFQ,EUCOMM,1,WTSI,2010-10-27,Slc25a43,EPD0188_2_A02,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEFS,EUCOMM,1,WTSI,2011-08-16,Myo9a,EPD0188_3_A12,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,BL978,KOMP-CSD,1,UCD,2008-12-05,Efhc1,EPD0189_2_G05,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_neo_count_qpcr
allpass,Monterotondo-EPD0192_1_D02-1,EUCOMM,1,Monterotondo,2009-02-12,8430419L09Rik,EPD0192_1_D02,1,1,1,1,,user_qc_loxp_confirmation user_qc_mutant_specific_sr_pcr user_qc_southern_blot,qc_loxp_confirmation qc_mutant_specific_sr_pcr
inprocess,Monterotondo-EPD0197_1_C05-2,EUCOMM,1,Monterotondo,2009-05-14,Ibsp,EPD0197_1_C05,1,1,,1,,user_qc_five_prime_lr_pcr user_qc_mutant_specific_sr_pcr user_qc_southern_blot user_qc_three_prime_lr_pcr user_qc_tv_backbone_assay,qc_mutant_specific_sr_pcr qc_neo_sr_pcr
allpass,MARU,EUCOMM,1,WTSI,2009-06-16,Prmt2,EPD0197_1_C09,1,1,1,1,,,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,ICS-EPD0197_3_A09-1,EUCOMM,1,ICS,2009-11-16,Otop3,EPD0197_3_A09,1,1,1,1,,user_qc_karyotype user_qc_southern_blot,qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_southern_blot
allpass,MDCT,EUCOMM,1,WTSI,2010-09-23,Ido1,EPD0198_1_F02,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCMC,KOMP-CSD,1,WTSI,2009-11-11,Pip5k1c,EPD0199_3_B01,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_five_prime_lr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
inprocess,MARG,EUCOMM,1,WTSI,2009-04-08,Ppp3ca,EPD0200_3_B01,1,1,,1,,,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCJH,EUCOMM,1,WTSI,2009-09-15,Whrn,EPD0200_4_C04,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
inprocess,MSEV,EUCOMM,1,WTSI,2009-04-30,Ywhae,EPD0200_5_G01,1,1,,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,MDUD,EUCOMM,1,WTSI,2011-04-13,Elac2,EPD0201_1_B07,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEAL,EUCOMM,1,WTSI,2011-06-23,Spopl,EPD0202_4_C05,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
inprocess,Monterotondo-EPD0203_5_A05-1,EUCOMM,1,Monterotondo,2011-12-21,Ptpn22,EPD0203_5_A05,1,1,,1,,user_qc_mutant_specific_sr_pcr user_qc_neo_sr_pcr user_qc_southern_blot,qc_neo_sr_pcr
allpass,MEFL,KOMP-CSD,1,WTSI,2011-08-12,Ints2,EPD0205_3_C04,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,BL1912,KOMP-CSD,1,UCD,2011-01-14,Slc2a2,EPD0207_2_B08,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_neo_count_qpcr
inprocess,BL1016,KOMP-CSD,1,UCD,2009-02-05,Snx27,EPD0211_1_A03,1,1,1,,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,
allpass,BL1461,KOMP-CSD,1,UCD,2010-04-23,Agps,EPD0211_2_C09,1,1,1,1,distribution_qc_five_prime_sr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_neo_count_qpcr
allpass,MCKS,KOMP-CSD,1,WTSI,2009-10-16,Dbn1,EPD0211_3_A05,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,ICS-EPD0211_4_B08-1,KOMP-CSD,1,ICS,2009-10-12,Mtmr14,EPD0211_4_B08,1,1,1,1,,user_qc_karyotype user_qc_southern_blot,qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr
