marker_symbol,mi_attempt_id,id,gene_id,assembly,chromosome,strand,homology_arm_start,homology_arm_end,loxp_start,loxp_end,cassette_start,cassette_end,cassette,backbone,subtype_description,floxed_start_exon,floxed_end_exon,project_design_id,reporter,mutation_method_id,mutation_type_id,mutation_subtype_id,cassette_type,created_at,updated_at,intron,type,has_issue,issue_description,sequence,taqman_critical_del_assay_id,taqman_upstream_del_assay_id,taqman_downstream_del_assay_id,wildtype_oligos_sequence,allele_genbank_file_id,vector_genbank_file_id
Nmnat1,885,5841,403,GRCm38,4,-,149478716,149468674,149473135,149472946,149473897,149473845,L1L2_gt1,L3L4_pZero_DTA_kan,,ENSMUSE00000184277,ENSMUSE00000184277,39204,,1,1,2,Promotorless,2010-03-10 17:09:55 UTC,2011-03-24 13:56:22 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,14874,93998
Nmnat3,7627,28452,11181,GRCm38,9,+,98393344,98407565,,,98399144,98403727,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000923237,ENSMUSE00000219814,212135,,1,2,,Promotor Driven,2010-11-07 09:15:01 UTC,2012-10-29 17:55:30 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,26959,102816
Nmnat3,10567,28452,11181,GRCm38,9,+,98393344,98407565,,,98399144,98403727,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000923237,ENSMUSE00000219814,212135,,1,2,,Promotor Driven,2010-11-07 09:15:01 UTC,2012-10-29 17:55:30 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,26959,102816
Nmnat3,7965,28452,11181,GRCm38,9,+,98393344,98407565,,,98399144,98403727,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000923237,ENSMUSE00000219814,212135,,1,2,,Promotor Driven,2010-11-07 09:15:01 UTC,2012-10-29 17:55:30 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,26959,102816
Nmral1,7450,38949,8476,GRCm38,16,-,4733931,4696408,,,4718931,4711408,ZEN-Ub1,,,ENSMUSE00000833999,ENSMUSE00000368778,,,1,2,2,Promotor Driven,2012-05-11 18:46:20 UTC,2012-05-11 18:46:20 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,40376,
Nmrk1,5708,12550,14515,GRCm38,19,+,18634973,18645349,18641595,18641603,18640658,18640708,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000228841,ENSMUSE00000228823,119097,,1,1,2,Promotor Driven,2010-03-10 17:35:37 UTC,2014-07-17 12:45:17 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00736967_cn,,4299,84662
Nmrk1,6414,12550,14515,GRCm38,19,+,18634973,18645349,18641595,18641603,18640658,18640708,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000228841,ENSMUSE00000228823,119097,,1,1,2,Promotor Driven,2010-03-10 17:35:37 UTC,2014-07-17 12:45:17 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00736967_cn,,4299,84662
Nmrk1,9608,12550,14515,GRCm38,19,+,18634973,18645349,18641595,18641603,18640658,18640708,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000228841,ENSMUSE00000228823,119097,,1,1,2,Promotor Driven,2010-03-10 17:35:37 UTC,2014-07-17 12:45:17 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00736967_cn,,4299,84662
Nmrk1,8724,12550,14515,GRCm38,19,+,18634973,18645349,18641595,18641603,18640658,18640708,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000228841,ENSMUSE00000228823,119097,,1,1,2,Promotor Driven,2010-03-10 17:35:37 UTC,2014-07-17 12:45:17 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00736967_cn,,4299,84662
Nmrk2,6040,28825,9309,GRCm38,10,-,81216973,81184340,,,81201973,81199340,ZEN-Ub1,,,ENSMUSE00000102087,ENSMUSE00000641592,,,1,2,2,Promotor Driven,2010-12-09 20:13:59 UTC,2011-06-07 11:10:56 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,36657,
Nms,12178,25672,20378,GRCm38,1,+,38935439,38945922,38942135,38942164,38941022,38941121,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000549699,ENSMUSE00000549698,93047,,1,1,2,Promotor Driven,2010-08-20 15:36:04 UTC,2014-07-17 13:23:05 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00733727_cn,,,23912,100499
Nmt1,12879,19648,2858,GRCm38,11,+,103040676,103050624,103046730,103046792,103045918,103045981,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000113357,ENSMUSE00000113357,179840,,1,1,2,Promotor Driven,2010-03-30 15:19:31 UTC,2011-03-24 14:07:46 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,13056,92377
Nmt2,13143,2689,4861,GRCm38,2,+,3304588,3315008,3309820,3309913,3309004,3309053,L1L2_gt0,L3L4_pZero_DTA_kan,,ENSMUSE00000647933,ENSMUSE00000647933,39229,,1,1,2,Promotorless,2010-03-10 16:57:59 UTC,2011-03-24 13:53:45 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,13659,92959
Nmu,11337,36986,6961,GRCm38,5,-,76364425,76354171,76357978,76357947,76359219,76359122,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000187246,ENSMUSE00000187246,402183,,1,1,2,Promotor Driven,2012-03-24 02:31:41 UTC,2012-03-24 02:31:41 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,38412,109044
Nmur1,4524,21122,2489,GRCm38,1,-,86403138,86371296,,,86388138,86386296,ZEN-UB1.GB,,,ENSMUSE00000383175,ENSMUSE00000157137,,,1,2,2,Promotor Driven,2010-05-18 08:53:34 UTC,2011-03-24 14:09:17 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,35811,
Nnat,3738,657,2292,GRCm38,2,+,157555976,157567326,157562715,157562769,157560767,157560793,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000552725,ENSMUSE00000680629,44045,,1,1,2,Promotor Driven,2010-03-10 16:50:18 UTC,2011-07-28 12:12:21 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,520,81498
Nnmt,4549,2325,2512,GRCm38,9,-,48608392,48598357,48603180,48603093,48604019,48603932,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000535460,ENSMUSE00000535460,45612,,1,1,2,Promotor Driven,2010-03-10 16:56:34 UTC,2011-03-24 13:53:27 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,2186,82868
Nnmt,6476,2325,2512,GRCm38,9,-,48608392,48598357,48603180,48603093,48604019,48603932,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000535460,ENSMUSE00000535460,45612,,1,1,2,Promotor Driven,2010-03-10 16:56:34 UTC,2011-03-24 13:53:27 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,2186,82868
Nnmt,9394,2325,2512,GRCm38,9,-,48608392,48598357,48603180,48603093,48604019,48603932,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000535460,ENSMUSE00000535460,45612,,1,1,2,Promotor Driven,2010-03-10 16:56:34 UTC,2011-03-24 13:53:27 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,2186,82868
Nnmt,10133,2325,2512,GRCm38,9,-,48608392,48598357,48603180,48603093,48604019,48603932,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000535460,ENSMUSE00000535460,45612,,1,1,2,Promotor Driven,2010-03-10 16:56:34 UTC,2011-03-24 13:53:27 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,2186,82868
Noa1,12686,6237,8011,GRCm38,5,-,77312073,77302128,77306130,77306087,77306966,77306892,L1L2_Pgk_P,L3L4_pD223_DTA_spec,,ENSMUSE00000233944,ENSMUSE00000233944,115528,,1,1,2,Promotor Driven,2010-03-10 17:11:21 UTC,2011-07-28 12:59:08 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,3044,83522
Nobox,7952,38509,3955,GRCm38,6,-,43324523,43288873,,,43309523,43303873,ZEN-Ub1,,,ENSMUSE00000374558,ENSMUSE00000339011,,,1,2,2,Promotor Driven,2012-05-11 18:34:03 UTC,2012-05-11 18:34:03 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,39936,
Nobox,7397,38509,3955,GRCm38,6,-,43324523,43288873,,,43309523,43303873,ZEN-Ub1,,,ENSMUSE00000374558,ENSMUSE00000339011,,,1,2,2,Promotor Driven,2012-05-11 18:34:03 UTC,2012-05-11 18:34:03 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,39936,
Nobox,8908,38509,3955,GRCm38,6,-,43324523,43288873,,,43309523,43303873,ZEN-Ub1,,,ENSMUSE00000374558,ENSMUSE00000339011,,,1,2,2,Promotor Driven,2012-05-11 18:34:03 UTC,2012-05-11 18:34:03 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,39936,
Noct,12098,1924,4253,GRCm38,3,+,51243907,51255589,51251730,51251746,51249259,51249300,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000819474,ENSMUSE00000819474,232634,,1,1,2,Promotor Driven,2010-03-10 16:54:57 UTC,2011-07-28 12:24:21 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,1785,82553
Nodal,14724,18647,41727,GRCm38,10,+,61417945,61428812,61423968,61424047,61422431,61422532,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000276300,ENSMUSE00000276300,40438,,1,1,2,Promotor Driven,2010-03-10 17:58:50 UTC,2011-03-24 14:06:52 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,3901,113312
Nodal,17806,45021,41727,GRCm38,10,+,,,,,,,,,,,,,,1,2,,,2017-11-02 17:16:07 UTC,2017-11-02 17:16:07 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,115809,115810
Nol12,7522,28016,14457,GRCm38,15,+,78930756,78941064,78937342,78937422,78936780,78936849,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000227782,ENSMUSE00000227782,80253,,1,1,2,Promotor Driven,2010-10-09 01:49:58 UTC,2014-07-17 13:18:36 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00736092_cn,,,26579,102443
Nol4l,8983,25216,10111,GRCm38,2,-,153441433,153431349,153436052,153435985,153436837,153436742,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000276502,ENSMUSE00000276502,39575,,1,1,2,Promotor Driven,2010-08-20 13:29:01 UTC,2011-03-24 14:12:30 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,24175,100642
Nol4l,12908,25216,10111,GRCm38,2,-,153441433,153431349,153436052,153435985,153436837,153436742,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000276502,ENSMUSE00000276502,39575,,1,1,2,Promotor Driven,2010-08-20 13:29:01 UTC,2011-03-24 14:12:30 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,24175,100642
Nol8,2373,8149,1127,GRCm38,13,+,49650914,49661178,49656954,49657008,49656249,49656282,L1L2_Pgk_P,L3L4_pD223_DTA_spec,,ENSMUSE00000117534,ENSMUSE00000117534,80261,,1,1,2,Promotor Driven,2010-03-10 17:18:37 UTC,2011-03-24 13:58:12 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,16647,95581
Nolc1,12496,8064,9795,GRCm38,19,+,46074242,46085471,46081840,46081904,46079460,46079535,L1L2_Pgk_P,L3L4_pD223_DTA_spec,,ENSMUSE00000149002,ENSMUSE00000148998,80264,,1,1,2,Promotor Driven,2010-03-10 17:18:18 UTC,2011-03-24 13:58:08 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,16606,95542
Nom1,486,16113,235,GRCm38,5,+,29432737,29442966,29438010,29438029,29437171,29437217,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000550655,ENSMUSE00000550655,45063,,1,1,2,Promotor Driven,2010-03-10 17:49:13 UTC,2011-03-24 14:04:43 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,11860,91244
Nop10,14543,22104,7476,GRCm38,2,+,112247027,112277477,,,112262027,112262477,ZEN-Ub1,,,ENSMUSE00000356792,ENSMUSE00000166390,,,1,2,2,Promotor Driven,2010-05-18 11:21:14 UTC,2011-03-24 14:10:14 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,30299,
Nop2,5905,24808,3919,GRCm38,6,+,125128454,125138582,125134912,125134989,125134111,125134130,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000551248,ENSMUSE00000551248,175459,,1,1,2,Promotor Driven,2010-08-20 12:11:18 UTC,2014-07-17 12:46:47 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00734781_cn,,,23578,100227
Nop53,8726,12840,14801,GRCm38,7,-,15949578,15938629,15941522,15941460,15943342,15943286,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000244182,ENSMUSE00000244168,211100,,1,1,2,Promotor Driven,2010-03-10 17:36:43 UTC,2011-03-24 14:02:00 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,15458,94535
Nop53,8770,12840,14801,GRCm38,7,-,15949578,15938629,15941522,15941460,15943342,15943286,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000244182,ENSMUSE00000244168,211100,,1,1,2,Promotor Driven,2010-03-10 17:36:43 UTC,2011-03-24 14:02:00 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,15458,94535
Nop53,10328,12840,14801,GRCm38,7,-,15949578,15938629,15941522,15941460,15943342,15943286,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000244182,ENSMUSE00000244168,211100,,1,1,2,Promotor Driven,2010-03-10 17:36:43 UTC,2011-03-24 14:02:00 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,15458,94535
Nop9,12797,6777,8488,GRCm38,14,+,55747500,55756467,55750344,55750363,55749501,55749572,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000313999,ENSMUSE00000313999,45905,,1,1,2,Promotor Driven,2010-03-10 17:13:20 UTC,2014-07-17 13:12:48 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00735704_cn,,,8084,87901
Nop9,10510,6777,8488,GRCm38,14,+,55747500,55756467,55750344,55750363,55749501,55749572,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000313999,ENSMUSE00000313999,45905,,1,1,2,Promotor Driven,2010-03-10 17:13:20 UTC,2014-07-17 13:12:48 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00735704_cn,,,8084,87901
Nos1,8039,32202,41728,GRCm38,5,+,117852220,117911830,,,117867220,117896830,ZEN-Ub1,,,ENSMUSE00000661933,ENSMUSE00000661931,,,1,2,2,Promotor Driven,2011-06-07 09:52:25 UTC,2011-07-15 11:15:44 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,36731,
Nos1ap,5053,26526,9783,GRCm38,1,-,170380548,170370324,170375054,170374978,170375773,170375702,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000301922,ENSMUSE00000301922,50318,,1,1,2,Promotor Driven,2010-08-28 20:11:29 UTC,2014-07-17 13:16:26 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00734523_cn,,,25093,101077
Nos2,36,18651,2038,GRCm38,11,+,78924543,78932703,78928845,78928929,78928060,78928163,L1L2_gt2,L3L4_pZero_DTA_kan,,ENSMUSE00000349022,ENSMUSE00000349022,10,,1,1,2,Promotorless,2010-03-10 17:58:51 UTC,2011-03-24 14:06:52 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,3933,113314
Notch1,2555,18653,1345,GRCm38,2,-,26506694,26496662,26501722,26501653,26502396,26502372,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000164286,ENSMUSE00000164286,40453,,1,1,2,Promotor Driven,2010-03-10 17:58:51 UTC,2011-03-24 14:06:53 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,3948,113317
Notch1,12594,18654,1345,GRCm38,2,-,26508402,26498002,26501602,26501600,26502269,26502268,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000164286,ENSMUSE00000164286,244896,,1,1,2,Promotor Driven,2010-03-10 17:58:51 UTC,2011-03-24 14:06:53 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,3956,84311
Notch2,3013,18655,1692,GRCm38,3,+,98064762,98075437,98071316,98071363,98070418,98070490,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000404985,ENSMUSE00000404985,94562,,1,1,2,Promotor Driven,2010-03-10 17:58:52 UTC,2014-07-17 13:23:37 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00737851_cn,,,3964,113318
Notch2,5546,29571,1692,GRCm38,3,+,97998702,98062805,,,98013702,98047805,ZEN-Ub1,,,ENSMUSE00000876750,ENSMUSE00000409345,,,1,2,2,Promotor Driven,2011-02-04 15:14:25 UTC,2011-03-24 14:16:49 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,30510,
Notch2,5547,29571,1692,GRCm38,3,+,97998702,98062805,,,98013702,98047805,ZEN-Ub1,,,ENSMUSE00000876750,ENSMUSE00000409345,,,1,2,2,Promotor Driven,2011-02-04 15:14:25 UTC,2011-03-24 14:16:49 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,30510,
Notch3,8880,39294,42367,GRCm38,17,-,32181790,32106745,,,32166790,32121745,ZEN-Ub1,,,ENSMUSE00000312122,ENSMUSE00000353054,,,1,2,2,Promotor Driven,2012-05-11 18:56:22 UTC,2012-05-11 18:56:22 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,40721,
Notch4,10950,42706,3735,NCBIM37,17,+,34563354,34580783,34574122,34574139,34566982,34566991,L1L2_MFGC3,L3L4_pZero_DTA_kan,,,,411003,,1,1,2,Promotor Driven,2013-06-07 10:09:23 UTC,2013-06-07 10:09:23 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,44119,112138
Notch4,5586,28828,3735,GRCm38,17,+,34549449,34602995,,,34564449,34587995,ZEN-Ub1,,,ENSMUSE00000837270,ENSMUSE00000293877,,,1,2,2,Promotor Driven,2010-12-09 20:14:05 UTC,2011-03-24 14:15:58 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,29703,
Nova1,13052,26913,3096,GRCm38,12,-,46727161,46717099,46720548,46720483,46721286,46721244,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000316815,ENSMUSE00000316815,271085,,1,1,2,Promotor Driven,2010-09-21 00:31:57 UTC,2011-03-24 14:13:54 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,25512,101365
Nova2,11638,538,3095,GRCm38,7,+,18944543,18954404,18950794,18950898,18950025,18950101,L1L2_Bact_P,L3L4_pZero_DTA_kan,,ENSMUSE00000599525,ENSMUSE00000599525,93051,,1,1,2,Promotor Driven,2010-03-10 16:49:52 UTC,2011-03-24 13:52:02 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,401,81395
Nova2,11643,538,3095,GRCm38,7,+,18944543,18954404,18950794,18950898,18950025,18950101,L1L2_Bact_P,L3L4_pZero_DTA_kan,,ENSMUSE00000599525,ENSMUSE00000599525,93051,,1,1,2,Promotor Driven,2010-03-10 16:49:52 UTC,2011-03-24 13:52:02 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,401,81395
Nox1,14611,15192,17114,GRCm38,X,-,134106009,134092062,134096281,134096242,134100366,134100310,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000207657,ENSMUSE00000207654,105515,,1,1,1,Promotor Driven,2010-03-10 17:45:54 UTC,2011-03-24 14:04:00 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,16219,95241
Nox4,17757,44972,6632,GRCm38,7,+,,,,,,,,,,,,,,1,2,,,2017-11-02 17:15:11 UTC,2017-11-02 17:15:11 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,115711,115712
Npas1,9127,32725,4152,GRCm38,7,-,16480604,16470622,16474458,16474445,16475352,16475321,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000198006,ENSMUSE00000198006,298139,,1,1,2,Promotor Driven,2011-07-14 08:20:54 UTC,2011-07-14 08:20:54 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,32861,106086
Npas3,14807,19831,6438,GRCm38,12,+,53494917,53504825,53501482,53501518,53500606,53500637,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000415341,ENSMUSE00000415341,174934,,1,1,2,Promotor Driven,2010-03-30 15:28:27 UTC,2011-03-24 14:07:58 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,13175,92496
Npat,4262,1403,2638,GRCm38,9,+,53545209,53554661,53550319,53550385,53549617,53549648,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000276891,ENSMUSE00000276891,55664,,1,1,2,Promotor Driven,2010-03-10 16:53:06 UTC,2014-07-17 13:17:35 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00737820_cn,,,1265,82124
Npat,8493,1403,2638,GRCm38,9,+,53545209,53554661,53550319,53550385,53549617,53549648,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000276891,ENSMUSE00000276891,55664,,1,1,2,Promotor Driven,2010-03-10 16:53:06 UTC,2014-07-17 13:17:35 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00737820_cn,,,1265,82124
Npc1,1585,2188,1439,GRCm38,18,-,12220857,12209464,12213051,12213027,12214979,12214917,L1L2_Pgk_P,L3L4_pD223_DTA_spec,,ENSMUSE00000142111,ENSMUSE00000142097,83360,,1,1,2,Promotor Driven,2010-03-10 16:56:01 UTC,2011-03-24 13:53:21 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,2049,82744
Npc2,6405,6855,8565,GRCm38,12,-,84767253,84756477,84760520,84760498,84761312,84761267,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000115927,ENSMUSE00000115927,87783,,1,1,2,Promotor Driven,2010-03-10 17:13:37 UTC,2011-03-24 13:57:12 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,15089,94202
Npc2,7775,6855,8565,GRCm38,12,-,84767253,84756477,84760520,84760498,84761312,84761267,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000115927,ENSMUSE00000115927,87783,,1,1,2,Promotor Driven,2010-03-10 17:13:37 UTC,2011-03-24 13:57:12 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,15089,94202
Npc2,9208,6855,8565,GRCm38,12,-,84767253,84756477,84760520,84760498,84761312,84761267,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000115927,ENSMUSE00000115927,87783,,1,1,2,Promotor Driven,2010-03-10 17:13:37 UTC,2011-03-24 13:57:12 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,15089,94202
Npff,11190,38297,7318,GRCm38,15,-,102539605,102508828,,,102524605,102523828,ZEN-Ub1,,,ENSMUSE00000133229,ENSMUSE00000351878,,,1,2,2,Promotor Driven,2012-05-11 18:28:27 UTC,2012-05-11 18:28:27 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,39724,
Nphp1,7238,39179,6769,GRCm38,2,-,127803851,127742683,,,127788851,127757683,ZEN-Ub1,,,ENSMUSE00000768829,ENSMUSE00000168918,,,1,2,2,Promotor Driven,2012-05-11 18:53:18 UTC,2012-05-11 18:53:18 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,40606,
Nphs1,12880,32876,6889,GRCm38,7,+,30455179,30465145,30461691,30461717,30461217,30461274,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000200654,ENSMUSE00000200654,288990,,1,1,2,Promotor Driven,2011-07-14 08:58:55 UTC,2011-07-14 08:58:55 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,33079,106291
Nphs2,13427,12908,14839,GRCm38,1,+,156310429,156320853,156317048,156317065,156316251,156316264,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000160903,ENSMUSE00000160903,240989,,1,1,2,Promotor Driven,2010-03-10 17:36:58 UTC,2014-07-17 12:56:06 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00736586_cn,,,15635,94699
Nphs2,12265,44270,14839,GRCm38,1,+,156310429,156320853,156317048,156317065,156316251,156316264,pL1L2GT0_LF2A_nEGFPOT2A_CreERT2_pAbActNeopA,L3L4_pD223_DTA_T_spec,,ENSMUSE00000160903,ENSMUSE00000160903,240989,,1,4,,Promotor Driven,2014-05-27 14:22:46 UTC,2014-07-17 12:56:07 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00736586_cn,,,45354,114947
Nploc4,265,15591,184,GRCm38,11,-,120433581,120423864,120428304,120428258,120429120,120428990,L1L2_gt0,L3L4_pZero_kan,,ENSMUSE00000645646,ENSMUSE00000645646,38762,,1,1,2,Promotorless,2010-03-10 17:47:21 UTC,2011-03-24 14:04:18 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,18292,97067
Npm1,12810,36850,3481,GRCm38,11,-,33167400,33155773,,,33161978,33161961,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000473268,ENSMUSE00000513105,384547,,1,3,,Promotor Driven,2012-03-08 01:56:40 UTC,2012-03-08 01:56:40 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,38276,
Npm1,12473,36850,3481,GRCm38,11,-,33167400,33155773,,,33161978,33161961,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000473268,ENSMUSE00000513105,384547,,1,3,,Promotor Driven,2012-03-08 01:56:40 UTC,2012-03-08 01:56:40 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,38276,
Npm3,10918,38298,40931,GRCm38,19,-,45764553,45733098,,,45749553,45748098,ZEN-Ub1,,,ENSMUSE00000448478,ENSMUSE00000448466,,,1,2,2,Promotor Driven,2012-05-11 18:28:28 UTC,2012-05-11 18:28:28 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,39725,
Nppa,4460,18657,2297,GRCm38,4,+,147994965,148005530,,,148001056,148001467,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000661651,ENSMUSE00000661651,223229,,1,2,,Promotor Driven,2010-03-10 17:58:52 UTC,2012-10-29 18:39:19 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,3978,113371
Nppa,6388,18657,2297,GRCm38,4,+,147994965,148005530,,,148001056,148001467,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000661651,ENSMUSE00000661651,223229,,1,2,,Promotor Driven,2010-03-10 17:58:52 UTC,2012-10-29 18:39:19 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,3978,113371
Nppb,7960,43480,2325,GRCm38,4,+,147980440,147990352,,,147986218,147986634,pL1L2_GT0_LF2A_nEGFPO_T2A_CreERT_puro_dre,L3L4_pD223_DTA_T_spec,,ENSMUSE00000661654,ENSMUSE00000661654,236688,,1,4,,Promotorless,2013-10-25 14:45:03 UTC,2014-07-17 12:55:22 UTC,,TargRep::TargetedAllele,FALSE,,,Mm00736881_cn,,,,44739,
